,Nº de producto,Estado,Disponible para la venta,Disponible para la compra,Disponible para integrar otros productos,Compuesto por otros productos,Rubro,Nombre,codigo,Código universal de producto (UPC),Código de proveedor,Stock actual,Stock ideal,Stock mínimo,Unidad,Alicuota de IVA,Proveedor,Costo ($),Utilidad (%),Precio ($),Unnamed: 20,Unnamed: 21,Unnamed: 22,Precio Final ($),Controla stock,Stock negativo,Mostrar en tienda,Nº de publicación en MercadoLibre,Nº de publicación adicional en MercadoLibre,Descripción,Descripción para la tienda,Observaciones Internas
1620,1650,Habilitado,SI,SI,NO,NO,,RODILLO  MINI FORRADO  5 cm.,RMF5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,140.4958678,168.53554575,,170.0,170,SI,SI,NO,0.0,0.0,,,
1621,1651,Habilitado,SI,SI,NO,NO,,RODILLO  MINI FORRADO  8 cm.,RMF8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,157.0247934,191.8496745,,190.0,190,SI,SI,NO,0.0,0.0,,,
1622,1652,Habilitado,SI,SI,NO,NO,,RODILLO  MINI FORRADO 11 cm.,RMF11,',',0,0,0,unidad,0.21,CAVALLFER,0,0,173.553719,205.272144,,210.0,210,SI,SI,NO,0.0,0.0,,,
1623,1653,Habilitado,SI,SI,NO,NO,,RODILLO  MINI SIN FORRAR  5 cm.,RM5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,123.9669421,149.8033845,,150.0,150,SI,SI,NO,0.0,0.0,,,
1624,1654,Habilitado,SI,SI,NO,NO,,RODILLO  MINI SIN FORRAR  8 cm.,RM8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,140.4958678,168.8859315,,170.0,170,SI,SI,NO,0.0,0.0,,,
1625,1655,Habilitado,SI,SI,NO,NO,,RODILLO  MINI SIN FORRAR 11 cm.,RM11,',',0,0,0,unidad,0.21,CAVALLFER,0,0,148.7603306,179.1279765,,180.0,180,SI,SI,NO,0.0,0.0,,,
1626,1656,Habilitado,SI,SI,NO,NO,,RODILLO EPOXI ANTIGOTA DE 17 cm.,RAG17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,694.214876,843.261705,,840.0,840,SI,SI,NO,0.0,0.0,,,
1627,1657,Habilitado,SI,SI,NO,NO,,RODILLO EPOXI ANTIGOTA DE 22 cm.,RAG22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,785.1239669,945.42161175,,950.0,950,SI,SI,NO,0.0,0.0,,,
1628,1658,Habilitado,SI,SI,NO,NO,,RODILLO EPOXI DE 17 cm.,RE17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,685.4264009999998,,690.0,690,SI,SI,NO,0.0,0.0,,,
1629,1659,Habilitado,SI,SI,NO,NO,,RODILLO EPOXI DE 22 cm.,RE22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,661.1570248,799.9666042499999,,800.0,800,SI,SI,NO,0.0,0.0,,,
1630,1660,Habilitado,SI,SI,NO,NO,,RODILLO LANA ESPECIAL 17 cm.,RLE17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,867.768595,1052.5228559999998,,1050.0,1050,SI,SI,NO,0.0,0.0,,,
1631,1661,Habilitado,SI,SI,NO,NO,,RODILLO LANA ESPECIAL 22 cm.,RLE22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,983.4710744,1192.605282,,1190.0,1190,SI,SI,NO,0.0,0.0,,,
1632,1662,Habilitado,SI,SI,NO,NO,,RODILLO LANA ESPECIAL MAXI 17 cm.,RLM17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,983.4710744,1189.2811095,,1190.0,1190,SI,SI,NO,0.0,0.0,,,
1633,1663,Habilitado,SI,SI,NO,NO,,RODILLO LANA ESPECIAL MAXI 22 cm.,RLM22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1066.115702,1291.7734334999998,,1290.0,1290,SI,SI,NO,0.0,0.0,,,
1634,1664,Habilitado,SI,SI,NO,NO,,RODILLO LANA ESPECIAL MAXI DORADO 17 cm.,RLMD17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1041.322314,1262.4847785,,1260.0,1260,SI,SI,NO,0.0,0.0,,,
1635,1665,Habilitado,SI,SI,NO,NO,,RODILLO LANA ESPECIAL MAXI DORADO 22 cm.,RLMD22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1140.495868,1378.6601152499998,,1380.0,1380,SI,SI,NO,0.0,0.0,,,
1636,1666,Habilitado,SI,SI,NO,NO,,RODILLO LANA SINTETICA 17 cm.,RLS17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,688.6068255,,690.0,690,SI,SI,NO,0.0,0.0,,,
1637,1667,Habilitado,SI,SI,NO,NO,,RODILLO LANA SINTETICA 22 cm.,RLS22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,652.892562,789.3022994999999,,790.0,790,SI,SI,NO,0.0,0.0,,,
1638,1668,Habilitado,SI,SI,NO,NO,,RODILLO MINI EPOXI DE  5 cm.,RME5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,289.2561983,346.92681374999995,,350.0,350,SI,SI,NO,0.0,0.0,,,
1639,1669,Habilitado,SI,SI,NO,NO,,RODILLO MINI EPOXI DE  8 cm.,RME8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,330.5785124,402.32369924999995,,400.0,400,SI,SI,NO,0.0,0.0,,,
1640,1670,Habilitado,SI,SI,NO,NO,,RODILLO MINI EPOXI DE 11 cm.,RME11,',',0,0,0,unidad,0.21,CAVALLFER,0,0,355.3719008,425.85345,,430.0,430,SI,SI,NO,0.0,0.0,,,
1641,1671,Habilitado,SI,SI,NO,NO,,RODILLO MINI EPOXI PARA REJA,RMER,',',0,0,0,unidad,0.21,CAVALLFER,0,0,314.0495868,376.78147649999994,,380.0,380,SI,SI,NO,0.0,0.0,,,
1642,1672,Habilitado,SI,SI,NO,NO,,RODILLO POLIESTER COMUN 17 cm.,RPC17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,537.042528,,540.0,540,SI,SI,NO,0.0,0.0,,,
1643,1673,Habilitado,SI,SI,NO,NO,,RODILLO POLIESTER COMUN 22 cm.,RPC22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,597.8030107499999,,600.0,600,SI,SI,NO,0.0,0.0,,,
1644,1674,Habilitado,SI,SI,NO,NO,,ROLDANAS DE CHAPA NO. 25 mm. ,RCH25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,380.1652893,4566.09233025,456.609233,460.0,460,SI,SI,NO,0.0,0.0,,,
1645,1675,Habilitado,SI,SI,NO,NO,,ROLDANAS DE CHAPA NO. 32 mm. ,RCH32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,462.8099174,5635.433702249999,563.5433702,560.0,560,SI,SI,NO,0.0,0.0,,,
1646,1676,Habilitado,SI,SI,NO,NO,,ROLDANAS DE CHAPA NO. 38 mm. ,RCH38,',',0,0,0,unidad,0.21,CAVALLFER,0,0,487.6033058,5926.45152825,592.6451528,590.0,590,SI,SI,NO,0.0,0.0,,,
1647,1677,Habilitado,SI,SI,NO,NO,,ROLDANAS DE CHAPA NO. 50 mm. ,RCH50,',',0,0,0,unidad,0.21,CAVALLFER,0,0,611.5702479,7435.26647325,743.5266473,740.0,740,SI,SI,NO,0.0,0.0,,,
1648,1678,Habilitado,SI,SI,NO,NO,,RUEDA NEUMATICA PARA CARRETILLAS (927-1402),RNPC,',',0,0,0,unidad,0.21,CAVALLFER,0,0,11396.69421,13792.593647249996,,13790.0,13790,SI,SI,NO,0.0,0.0,,,
1649,1679,Habilitado,SI,SI,NO,NO,,RUEDA PLAST. 180 mm. PARA ZORRAS,RPPZ,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1603.305785,1940.5979999999997,,1940.0,1940,SI,SI,NO,0.0,0.0,,,
1650,1680,Habilitado,SI,SI,NO,NO,,RUEDA PLAST. 350 mm. PARA CARRETILLAS CON BUJE,RPPC,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2942.14876,3557.7629999999995,,3560.0,3560,SI,SI,NO,0.0,0.0,,,
1651,1681,Habilitado,SI,SI,NO,NO,,RUEDA PLAST. 350 mm. PARA HORMIGONERAS SIN BUJE,RPPH,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2942.14876,3557.7629999999995,,3560.0,3560,SI,SI,NO,0.0,0.0,,,
1652,1682,Habilitado,SI,SI,NO,NO,,RUEDA P/CESPED 110 mm. BANDA P.V.C.,RC110,',',0,0,0,unidad,0.21,CAVALLFER,0,0,413.2231405,500.77311074999994,,500.0,500,SI,SI,NO,0.0,0.0,,,
1653,1683,Habilitado,SI,SI,NO,NO,,RUEDA P/CESPED 135 mm. BANDA P.V.C.,RC135,',',0,0,0,unidad,0.21,CAVALLFER,0,0,611.5702479,742.0451445000001,,740.0,740,SI,SI,NO,0.0,0.0,,,
1654,1684,Habilitado,SI,SI,NO,NO,,RUEDA P/CESPED 160 mm. BANDA P.V.C.,RC160,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1057.85124,1284.61298625,,1280.0,1280,SI,SI,NO,0.0,0.0,,,
1655,1685,Habilitado,SI,SI,NO,NO,,RUEDA P/CESPED 180 mm. BANDA P.V.C.,RC180,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1173.553719,1423.5903494999998,,1420.0,1420,SI,SI,NO,0.0,0.0,,,
1656,1686,Habilitado,SI,SI,NO,NO,,RUEDA CHANGO  PLAST. BANDA P.V.C.,RCH,',',0,0,0,unidad,0.21,CAVALLFER,0,0,595.0413223,720.321228,,720.0,720,SI,SI,NO,0.0,0.0,,,
1657,1687,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONA 280 cc ACRILICO BLANCO,SSAP,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1479.338843,1788.2700412499998,,1790.0,1790,SI,SI,NO,0.0,0.0,,,
1658,1688,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONA 280 cc BLANCO,SSB,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1661.157025,2007.9259695,,2010.0,2010,SI,SI,NO,0.0,0.0,,,
1659,1689,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONA 280 cc NEGRO,SSN,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1661.157025,2007.9259695,,2010.0,2010,SI,SI,NO,0.0,0.0,,,
1660,1690,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONA 280 cc NEUTRO TRANSP.,SSNE,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2140.495868,2592.9982979999995,,2590.0,2590,SI,SI,NO,0.0,0.0,,,
1661,1691,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONA 280 cc TRANSPARENTE,SST,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1661.157025,2007.9259695,,2010.0,2010,SI,SI,NO,0.0,0.0,,,
1662,1692,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONAS ALTA TEMPERATURA x  32 cc,SSAT25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,677.6859504,820.1991352499999,,820.0,820,SI,SI,NO,0.0,0.0,,,
1663,1693,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONAS ALTA TEMPERATURA x  85 cc,SSAT100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,975.2066116,1177.82619075,,1180.0,1180,SI,SI,NO,0.0,0.0,,,
1664,1694,Habilitado,SI,SI,NO,NO,,SELLADOR DE SILICONAS ALTA TEMPERATURA x 280 cc,SSAT300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2206.61157,2665.3933844999997,,2670.0,2670,SI,SI,NO,0.0,0.0,,,
1665,1695,Habilitado,SI,SI,NO,NO,,SELLADOR POLIURETANICO GRIS x 310 cc,SPAG,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3165.289256,3834.6126637499997,,3830.0,3830,SI,SI,NO,0.0,0.0,,,
1666,1696,Habilitado,SI,SI,NO,NO,,SELLADOR SILICONA TRANSP x 32 cc  PEGALO,SST32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,595.0413223,716.332221,,720.0,720,SI,SI,NO,0.0,0.0,,,
1667,1697,Habilitado,SI,SI,NO,NO,,SELLADOR SILICONA TRANSP x 85 cc  PEGALO,SST85,',',0,0,0,unidad,0.21,CAVALLFER,0,0,876.0330579,1056.691548,,1060.0,1060,SI,SI,NO,0.0,0.0,,,
1668,1698,Habilitado,SI,SI,NO,NO,,SIKAFLEX 221 NEGRO  x 300 ml,SF221N,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4479.338843,5420.54841075,,5420.0,5420,SI,SI,NO,0.0,0.0,,,
1669,1699,Habilitado,SI,SI,NO,NO,,SIKAFLEX 221 NEGRO UNIPACK x 600 ml,SF221NU,',',0,0,0,unidad,0.21,CAVALLFER,0,0,7140.495868,8644.762145249999,,8640.0,8640,SI,SI,NO,0.0,0.0,,,
1670,1700,Habilitado,SI,SI,NO,NO,,"SELLADOR P/ POLIPROPILENO  25 cc.""PEGALO""",SPPP25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,568.6491195000001,578.9001487500001,,580.0,580,SI,SI,NO,0.0,0.0,,,
1671,1701,Habilitado,SI,SI,NO,NO,,"SELLADOR P/ POLIPROPILENO  50 cc ""PEGALO""",SPPP65,',',0,0,0,unidad,0.21,CAVALLFER,0,0,838.83246975,0.0179685,,0.0,0,SI,SI,NO,0.0,0.0,,,
1672,1702,Habilitado,SI,SI,NO,NO,,SELLADOR POLIPROPILENO HIDRO 3 x  25 cc.,SPPH325,',',0,0,0,unidad,0.21,CAVALLFER,0,0,661.1570248,800.3080057499999,,800.0,800,SI,SI,NO,0.0,0.0,,,
1673,1703,Habilitado,SI,SI,NO,NO,,SELLADOR POLIPROPILENO HIDRO 3 x  50 cc.,SPPH350,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1206.61157,1461.342168,,1460.0,1460,SI,SI,NO,0.0,0.0,,,
1674,1704,Habilitado,SI,SI,NO,NO,,SELLADOR POLIPROPILENO HIDRO 3 x 125 cc.,SPPH3125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2232.0291015,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
1675,1705,Habilitado,SI,SI,NO,NO,,SELLADOR P/ POLIPROPILERO HIDRO FLEX x 100 cc,SPPHF100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,537.1900826,654.38581725,,650.0,650,SI,SI,NO,0.0,0.0,,,
1676,1706,Habilitado,SI,SI,NO,NO,,ARCO SEPARADOR DE PORCELANATO x 150 unid.,ASC,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1347.107438,1631.8812015,,1630.0,1630,SI,SI,NO,0.0,0.0,,,
1677,1707,Habilitado,SI,SI,NO,NO,,CUÑA DENTADA P/ ARCO SEPARADOR x 150 unid.,CDPA,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2173.553719,2626.8958732499996,,2630.0,2630,SI,SI,NO,0.0,0.0,,,
1678,1708,Habilitado,SI,SI,NO,NO,,ESPATULA PLASTICA CERAMICRUZ DE 125 mm.,EPM125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,801.6528926,968.5201184999997,,970.0,970,SI,SI,NO,0.0,0.0,,,
1679,1709,Habilitado,SI,SI,NO,NO,,PINZA NIVELADORA DE NYLON PARA PORCELANATO,PNC,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2677.68595,3237.2229284999994,,3240.0,3240,SI,SI,NO,0.0,0.0,,,
1680,1710,Habilitado,SI,SI,NO,NO,,RODILLERA PARA PROTECCION CERAMICRUZ,ROPP,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3421.487603,4140.05919525,,4140.0,4140,SI,SI,NO,0.0,0.0,,,
1681,1711,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  1.00 mm. x 100 unid.,SCC1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,602.81622225,,600.0,600,SI,SI,NO,0.0,0.0,,,
1682,1712,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  1.50 mm. x 300 unid.,SCC15,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,541.02255075,,540.0,540,SI,SI,NO,0.0,0.0,,,
1683,1713,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  2.00 mm. x 300 unid.,SCC2,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,596.4374047499999,,600.0,600,SI,SI,NO,0.0,0.0,,,
1684,1714,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  3.00 mm. x 150 unid.,SCC3,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,596.41943625,,600.0,600,SI,SI,NO,0.0,0.0,,,
1685,1715,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  4.00 mm. x 150 unid.,SCC4,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,596.5272472500001,,600.0,600,SI,SI,NO,0.0,0.0,,,
1686,1716,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  5.00 mm. x 150 unid.,SCC5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,596.302641,,600.0,600,SI,SI,NO,0.0,0.0,,,
1687,1717,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ  8.00 mm. x 50 unid.,SCC8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,264.4628099,321.92364599999996,,320.0,320,SI,SI,NO,0.0,0.0,,,
1688,1718,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ 11.00 mm. x 50 unid.,SCC11,',',0,0,0,unidad,0.21,CAVALLFER,0,0,297.5206612,362.46956625,,360.0,360,SI,SI,NO,0.0,0.0,,,
1689,1719,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CRUZ 18.00 mm. x 25 unid.,SCC18,',',0,0,0,unidad,0.21,CAVALLFER,0,0,297.5206612,362.46956625,,360.0,360,SI,SI,NO,0.0,0.0,,,
1690,1720,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA CUÑA x 200 unid.,SCC,',',0,0,0,unidad,0.21,CAVALLFER,0,0,504.1322314,606.7782765,,610.0,610,SI,SI,NO,0.0,0.0,,,
1691,1721,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA TEE 1.50 MM x 125 unid.,SCT150,',',0,0,0,unidad,0.21,CAVALLFER,0,0,247.9338843,298.18725749999993,,300.0,300,SI,SI,NO,0.0,0.0,,,
1692,1722,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA TEE 10.00 MM x 50 unid.,SCT10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,297.5206612,362.46956625,,360.0,360,SI,SI,NO,0.0,0.0,,,
1693,1723,Habilitado,SI,SI,NO,NO,,SEPARADOR DE CERAMICA TEE 15.00 MM x 50 unid.,SCT15,',',0,0,0,unidad,0.21,CAVALLFER,0,0,322.3140496,391.39885124999995,,390.0,390,SI,SI,NO,0.0,0.0,,,
1694,1724,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  14 mm ""RHEIN""",SCB14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1512.396694,1833.10144875,,1830.0,1830,SI,SI,NO,0.0,0.0,,,
1695,1725,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  16 mm ""RHEIN""",SCB16,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1512.396694,1833.10144875,,1830.0,1830,SI,SI,NO,0.0,0.0,,,
1696,1726,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  17 mm ""RHEIN""",SCB17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1619.834711,1958.422752,,1960.0,1960,SI,SI,NO,0.0,0.0,,,
1697,1727,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  19 mm ""RHEIN""",SCB19,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1669.421488,2024.8792492499997,,2020.0,2020,SI,SI,NO,0.0,0.0,,,
1698,1728,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  20 mm ""RHEIN""",SCB20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2229.351795,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
1699,1729,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  21 mm ""RHEIN""",SCB21,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2229.351795,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
1700,1730,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  22 mm ""RHEIN""",SCB22,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1859.504132,2251.417113,,2250.0,2250,SI,SI,NO,0.0,0.0,,,
1701,1731,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  24 mm ""RHEIN""",SCB24,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1950.413223,2358.724995,,2360.0,2360,SI,SI,NO,0.0,0.0,,,
1702,1732,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  25 mm ""RHEIN""",SCB25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1991.735537,2412.5047155,,2410.0,2410,SI,SI,NO,0.0,0.0,,,
1703,1733,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  27 mm ""RHEIN""",SCB27,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2363.636364,2864.5652227499995,,2860.0,2860,SI,SI,NO,0.0,0.0,,,
1704,1734,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  29 mm ""RHEIN""",SCB29,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2471.07438,2989.886526,,2990.0,2990,SI,SI,NO,0.0,0.0,,,
1705,1735,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  30 mm ""RHEIN""",SCB30,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2471.07438,2989.886526,,2990.0,2990,SI,SI,NO,0.0,0.0,,,
1706,1736,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  32 mm ""RHEIN""",SCB32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2487.603306,3011.700285,,3010.0,3010,SI,SI,NO,0.0,0.0,,,
1707,1737,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  33 mm ""RHEIN""",SCB33,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2727.272727,3302.9247487499997,,3300.0,3300,SI,SI,NO,0.0,0.0,,,
1708,1738,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  35 mm ""RHEIN""",SCB35,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2760.330579,3338.4394890000003,,3340.0,3340,SI,SI,NO,0.0,0.0,,,
1709,1739,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  37 mm ""RHEIN""",SCB37,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2760.330579,3338.4394890000003,,3340.0,3340,SI,SI,NO,0.0,0.0,,,
1710,1740,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  38 mm ""RHEIN""",SCB38,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2785.123967,3367.1082307499996,,3370.0,3370,SI,SI,NO,0.0,0.0,,,
1711,1741,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  40 mm ""RHEIN""",SCB40,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2785.123967,3367.1082307499996,,3370.0,3370,SI,SI,NO,0.0,0.0,,,
1712,1742,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  41 mm ""RHEIN""",SCB41,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2859.504132,3456.6542504999998,,3460.0,3460,SI,SI,NO,0.0,0.0,,,
1713,1743,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  43 mm ""RHEIN""",SCB43,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2859.504132,3456.6542504999998,,3460.0,3460,SI,SI,NO,0.0,0.0,,,
1714,1744,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  44 mm ""RHEIN""",SCB44,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3057.85124,3702.984417,,3700.0,3700,SI,SI,NO,0.0,0.0,,,
1715,1745,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  46 mm ""RHEIN""",SCB46,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3289.256198,3984.8203394999996,,3980.0,3980,SI,SI,NO,0.0,0.0,,,
1716,1746,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  48 mm ""RHEIN""",SCB48,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3413.22314,4125.1094032500005,,4130.0,4130,SI,SI,NO,0.0,0.0,,,
1717,1747,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  51 mm ""RHEIN""",SCB51,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3520.661157,4262.092263,,4260.0,4260,SI,SI,NO,0.0,0.0,,,
1718,1748,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  52 mm ""RHEIN""",SCB52,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3710.743802,4492.187889749999,,4490.0,4490,SI,SI,NO,0.0,0.0,,,
1719,1749,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  54 mm ""RHEIN""",SCB54,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3710.743802,4492.187889749999,,4490.0,4490,SI,SI,NO,0.0,0.0,,,
1720,1750,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  57 mm ""RHEIN""",SCB57,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3809.917355,4614.454548,,4610.0,4610,SI,SI,NO,0.0,0.0,,,
1721,1751,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  59 mm ""RHEIN""",SCB59,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3983.471074,4820.95753425,,4820.0,4820,SI,SI,NO,0.0,0.0,,,
1722,1752,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  60 mm ""RHEIN""",SCB60,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3983.471074,4820.95753425,,4820.0,4820,SI,SI,NO,0.0,0.0,,,
1723,1753,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  64 mm ""RHEIN""",SCB64,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4280.991736,5175.35025975,,5180.0,5180,SI,SI,NO,0.0,0.0,,,
1724,1754,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  65 mm ""RHEIN""",SCB65,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4396.694215,5323.500542249999,,5320.0,5320,SI,SI,NO,0.0,0.0,,,
1725,1755,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  67 mm ""RHEIN""",SCB67,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4768.595041,5766.936169499999,,5770.0,5770,SI,SI,NO,0.0,0.0,,,
1726,1756,Habilitado,SI,SI,NO,NO,,"SIERRA COPA BIMETALICA  68 mm ""RHEIN""",SCB68,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4768.595041,5766.936169499999,,5770.0,5770,SI,SI,NO,0.0,0.0,,,
