,Nº de producto,Estado,Disponible para la venta,Disponible para la compra,Disponible para integrar otros productos,Compuesto por otros productos,Rubro,Nombre,codigo,Código universal de producto (UPC),Código de proveedor,Stock actual,Stock ideal,Stock mínimo,Unidad,Alicuota de IVA,Proveedor,Costo ($),Utilidad (%),Precio ($),Unnamed: 20,Unnamed: 21,Unnamed: 22,Precio Final ($),Controla stock,Stock negativo,Mostrar en tienda,Nº de publicación en MercadoLibre,Nº de publicación adicional en MercadoLibre,Descripción,Descripción para la tienda,Observaciones Internas
549,553,Habilitado,SI,SI,NO,NO,,"CINTA DOBLE FAZ 12 mm. x 5 mts. ""TACSA""",CDF122,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1132.231405,1576.9335285,,,1370,SI,SI,NO,0.0,0.0,,,
550,554,Habilitado,SI,SI,NO,NO,,"CINTA DOBLE FAZ 18 mm. x 2 mts. ""TACSA""",CDF182,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1272.727273,1543.4671972499998,,1540.0,1540,SI,SI,NO,0.0,0.0,,,
551,555,Habilitado,SI,SI,NO,NO,,CINTA PAPEL P/ JUNTAS 50 mm x  23 m,CDPA17,',',0,0,0,unidad,0.21,CAVALLFER,0,0,586.7768595,706.0272862499999,,710.0,710,SI,SI,NO,0.0,0.0,,,
552,556,Habilitado,SI,SI,NO,NO,,CINTA PAPEL P/ JUNTAS 50 mm x  75 m,CPJ5075,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1314.049587,1589.7989745,,1590.0,1590,SI,SI,NO,0.0,0.0,,,
553,557,Habilitado,SI,SI,NO,NO,,CINTA PAPEL P/ JUNTAS 50 mm x 150 m,CPJ50150,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2710.743802,3278.34384075,,3280.0,3280,SI,SI,NO,0.0,0.0,,,
554,558,Habilitado,SI,SI,NO,NO,,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 23 m,CTA5023,',',0,0,0,unidad,0.21,CAVALLFER,0,0,793.3884298,957.8288609999997,,960.0,960,SI,SI,NO,0.0,0.0,,,
555,559,Habilitado,SI,SI,NO,NO,,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 45 m,CTA5045,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1388.429752,1676.20050675,,1680.0,1680,SI,SI,NO,0.0,0.0,,,
556,560,Habilitado,SI,SI,NO,NO,,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 90 m,CTA5090,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2297.520661,2779.6730445000003,,2780.0,2780,SI,SI,NO,0.0,0.0,,,
557,561,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE ALMA DE ACERO 10 mts.,CPCA10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2016.528926,2443.4015512499996,,2440.0,2440,SI,SI,NO,0.0,0.0,,,
558,562,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE ALMA DE ACERO 15 mts.,CPCA15,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2776.859504,3361.6637752499996,,3360.0,3360,SI,SI,NO,0.0,0.0,,,
559,563,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE ALMA DE ACERO 20 mts.,CPCA20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3479.338843,4209.291825749999,,4210.0,4210,SI,SI,NO,0.0,0.0,,,
560,564,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE ALMA DE ACERO 7 mts.,CPCA7,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1570.247934,1897.0513402499998,,1900.0,1900,SI,SI,NO,0.0,0.0,,,
561,565,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE PVC  5 mts.,CPC7,',',0,0,0,unidad,0.21,CAVALLFER,0,0,867.768595,1050.9326437500001,,1050.0,1050,SI,SI,NO,0.0,0.0,,,
562,566,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE PVC 10 mts.,CPC10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1008.264463,1219.4681894999999,,1220.0,1220,SI,SI,NO,0.0,0.0,,,
563,567,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE PVC 15 mts.,CPC15,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1198.347107,1446.6798720000002,,1450.0,1450,SI,SI,NO,0.0,0.0,,,
564,568,Habilitado,SI,SI,NO,NO,,CINTA PASACABLE PVC 20 mts.,CPC20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1462.809917,1769.1335887500002,,1770.0,1770,SI,SI,NO,0.0,0.0,,,
565,569,Habilitado,SI,SI,NO,NO,,PORTAHERRAMIENTAS CON CLAVERA N 3,PHCC3,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4363.636364,5278.615229249999,,5280.0,5280,SI,SI,NO,0.0,0.0,,,
566,570,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  6 x 12,CCP612,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3710.743802,4492.304685,,4490.0,4490,SI,SI,NO,0.0,0.0,,,
567,571,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  7 x 16,CCP716,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2661.157025,3216.2806417499996,,3220.0,3220,SI,SI,NO,0.0,0.0,,,
568,572,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  7 x 20,CCP720,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2661.157025,3216.2806417499996,,3220.0,3220,SI,SI,NO,0.0,0.0,,,
569,573,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  8 x 20,CCP820,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1950.413223,2358.9316327499996,,2360.0,2360,SI,SI,NO,0.0,0.0,,,
570,574,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  8 x 25,CCP825,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1950.413223,2358.9316327499996,,2360.0,2360,SI,SI,NO,0.0,0.0,,,
571,575,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  8 x 30,CCP830,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1950.413223,2358.9316327499996,,2360.0,2360,SI,SI,NO,0.0,0.0,,,
572,576,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  9 x 20,CCP920,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1876.033058,2271.65862825,,2270.0,2270,SI,SI,NO,0.0,0.0,,,
573,577,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  9 x 25,CCP925,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1876.033058,2271.65862825,,2270.0,2270,SI,SI,NO,0.0,0.0,,,
574,578,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA  9 x 30,CCP930,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1876.033058,2271.65862825,,2270.0,2270,SI,SI,NO,0.0,0.0,,,
575,579,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 10 x 25,CCP1025,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1826.446281,2209.1641852499997,,2210.0,2210,SI,SI,NO,0.0,0.0,,,
576,580,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 10 x 30,CCP1030,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1826.446281,2209.1641852499997,,2210.0,2210,SI,SI,NO,0.0,0.0,,,
577,581,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 10 x 35,CCP1035,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1826.446281,2209.1641852499997,,2210.0,2210,SI,SI,NO,0.0,0.0,,,
578,582,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 10 x 40,CCP1040,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1826.446281,2209.1641852499997,,2210.0,2210,SI,SI,NO,0.0,0.0,,,
579,583,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 12 x 30,CCP1230,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1669.421488,2022.2199112499995,,2020.0,2020,SI,SI,NO,0.0,0.0,,,
580,584,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 12 x 40,CCP1240,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1628.099174,1974.3158902500002,,1970.0,1970,SI,SI,NO,0.0,0.0,,,
581,585,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 12 x 50,CCP1250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1785.123967,2164.2788722499995,,2160.0,2160,SI,SI,NO,0.0,0.0,,,
582,586,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 14 x 40,CCP1440,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1586.77686,1920.077973,,1920.0,1920,SI,SI,NO,0.0,0.0,,,
583,587,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 14 x 50,CCP1450,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1586.77686,1920.077973,,1920.0,1920,SI,SI,NO,0.0,0.0,,,
584,588,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 15 x 50,CCP1550,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1553.719008,1877.12427375,,1880.0,1880,SI,SI,NO,0.0,0.0,,,
585,589,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 16 x 63,CCP1663,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1537.190083,1858.13156925,,1860.0,1860,SI,SI,NO,0.0,0.0,,,
586,590,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PERDIDA 17 x 75,CCP1775,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1586.77686,1915.945218,,1920.0,1920,SI,SI,NO,0.0,0.0,,,
587,591,Habilitado,SI,SI,NO,NO,,CLAVO CAB.PLOMO 2 1/2 x 8 DENT. x 100 unid.,CCP2128,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1173.553719,1416.1603747499998,,1420.0,1420,SI,SI,NO,0.0,0.0,,,
588,592,Habilitado,SI,SI,NO,NO,,"CLAVO CAB.PLOMO 3 x 8"" DENT. x 100 unid.",CCP38,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1198.347107,1445.1255967499999,,1450.0,1450,SI,SI,NO,0.0,0.0,,,
589,593,Habilitado,SI,SI,NO,NO,,"CLAVO CAB.PLOMO 4 x 8"" DENT. x 100 unid.",CCP48,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1702.479339,2064.8142405,,2060.0,2060,SI,SI,NO,0.0,0.0,,,
590,594,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 2.5 x 25,CA2525,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,18.723176999999996,,20.0,20,SI,SI,NO,0.0,0.0,,,
591,595,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 2.5 x 30,CA2530,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,21.37353075,,20.0,20,SI,SI,NO,0.0,0.0,,,
592,596,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 2.5 x 35,CA2535,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,23.439908250000002,,20.0,20,SI,SI,NO,0.0,0.0,,,
593,597,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 2.5 x 40,CA2540,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,24.01490025,,20.0,20,SI,SI,NO,0.0,0.0,,,
594,598,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 2.5 x 50,CA2550,',',0,0,0,unidad,0.21,CAVALLFER,0,0,24.79338843,29.082017249999996,,30.0,30,SI,SI,NO,0.0,0.0,,,
595,599,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 3.3 x 30,CA3330,',',0,0,0,unidad,0.21,CAVALLFER,0,0,24.79338843,31.543701749999997,,30.0,30,SI,SI,NO,0.0,0.0,,,
596,600,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 3.3 x 35,CA3335,',',0,0,0,unidad,0.21,CAVALLFER,0,0,33.05785124,38.416653,,40.0,40,SI,SI,NO,0.0,0.0,,,
597,601,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 3.3 x 40,CA3340,',',0,0,0,unidad,0.21,CAVALLFER,0,0,33.05785124,39.503747249999996,,40.0,40,SI,SI,NO,0.0,0.0,,,
598,602,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 3.3 x 50,CA3350,',',0,0,0,unidad,0.21,CAVALLFER,0,0,41.32231405,45.96342299999999,,50.0,50,SI,SI,NO,0.0,0.0,,,
599,603,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA CHATA 3.3 x 60,CA3360,',',0,0,0,unidad,0.21,CAVALLFER,0,0,41.32231405,52.9891065,,50.0,50,SI,SI,NO,0.0,0.0,,,
600,604,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA PERDIDA 1.8 x 30,CAP1830,',',0,0,0,unidad,0.21,CAVALLFER,0,0,8.26446281,13.350595499999999,,10.0,10,SI,SI,NO,0.0,0.0,,,
601,605,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA PERDIDA 2 x 35,CAP235,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,17.815767749999996,,20.0,20,SI,SI,NO,0.0,0.0,,,
602,606,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA PERDIDA 2 x 40,CAP240,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,21.777821999999997,,20.0,20,SI,SI,NO,0.0,0.0,,,
603,607,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA PERDIDA 2.5 x 35,CAP2535,',',0,0,0,unidad,0.21,CAVALLFER,0,0,24.79338843,25.766828999999998,,30.0,30,SI,SI,NO,0.0,0.0,,,
604,608,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA PERDIDA 2.5 x 40,CAP2540,',',0,0,0,unidad,0.21,CAVALLFER,0,0,24.79338843,29.324592000000003,,30.0,30,SI,SI,NO,0.0,0.0,,,
605,609,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA REDONDA 1.8 x 16,CA1816,',',0,0,0,unidad,0.21,CAVALLFER,0,0,8.26446281,11.34710775,,10.0,10,SI,SI,NO,0.0,0.0,,,
606,610,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA REDONDA 1.8 x 19,CA1819,',',0,0,0,unidad,0.21,CAVALLFER,0,0,8.26446281,11.823273,,10.0,10,SI,SI,NO,0.0,0.0,,,
607,611,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA REDONDA 2 x 24,CA224,',',0,0,0,unidad,0.21,CAVALLFER,0,0,8.26446281,12.254517,,10.0,10,SI,SI,NO,0.0,0.0,,,
608,612,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA REDONDA 2 x 30,CA230,',',0,0,0,unidad,0.21,CAVALLFER,0,0,8.26446281,13.575201749999998,,10.0,10,SI,SI,NO,0.0,0.0,,,
609,613,Habilitado,SI,SI,NO,NO,,CLAVO ACERO CABEZA REDONDA 2 x 40,CA240,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,18.390759749999997,,20.0,20,SI,SI,NO,0.0,0.0,,,
610,614,Habilitado,SI,SI,NO,NO,,CLAVO ACERO ESCUADRA 2.2 x 20,CAE2220,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,16.899374249999997,,20.0,20,SI,SI,NO,0.0,0.0,,,
611,615,Habilitado,SI,SI,NO,NO,,CLAVO ACERO ESCUADRA 2.2 x 30,CAE2230,',',0,0,0,unidad,0.21,CAVALLFER,0,0,16.52892562,19.055594250000002,,20.0,20,SI,SI,NO,0.0,0.0,,,
612,616,Habilitado,SI,SI,NO,NO,,CLAVO ACERO ESCUADRA 2.9 x 40,CAE2940,',',0,0,0,unidad,0.21,CAVALLFER,0,0,24.79338843,32.199552000000004,,30.0,30,SI,SI,NO,0.0,0.0,,,
613,617,Habilitado,SI,SI,NO,NO,,CLAVO ACERO ESCUADRA 2.9 x 50,CAE2950,',',0,0,0,unidad,0.21,CAVALLFER,0,0,33.05785124,40.74357375,,40.0,40,SI,SI,NO,0.0,0.0,,,
614,618,Habilitado,SI,SI,NO,NO,,CLAVO ACERO ESCUADRA 3.3 x 30,CAE3330,',',0,0,0,unidad,0.21,CAVALLFER,0,0,24.79338843,34.050307499999995,,30.0,30,SI,SI,NO,0.0,0.0,,,
615,619,Habilitado,SI,SI,NO,NO,,CLAVO ACERO ESCUADRA 3.3 x 50,CAE3350,',',0,0,0,unidad,0.21,CAVALLFER,0,0,41.32231405,51.35397299999999,,50.0,50,SI,SI,NO,0.0,0.0,,,
616,620,Habilitado,SI,SI,NO,NO,,COBERTOR DE POLIETILENO 3 X 3 mts.,CP3X3,',',0,0,0,unidad,0.21,CAVALLFER,0,0,388.4297521,467.468496,,470.0,470,SI,SI,NO,0.0,0.0,,,
617,621,Habilitado,SI,SI,NO,NO,,COBERTOR DE POLIETILENO 3 X 4 mts.,CP3X4,',',0,0,0,unidad,0.21,CAVALLFER,0,0,603.3057851,734.9565712499999,,730.0,730,SI,SI,NO,0.0,0.0,,,
618,622,Habilitado,SI,SI,NO,NO,,COBERTOR DE POLIETILENO 3 X 5 mts.,CP3X5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,669.4214876,812.59845975,,810.0,810,SI,SI,NO,0.0,0.0,,,
619,623,Habilitado,SI,SI,NO,NO,,"COBERTOR EXTRA ABSORBENTE ""NAHUEL""",CEA,',',0,0,0,unidad,0.21,CAVALLFER,0,0,595.0413223,720.5188815,,720.0,720,SI,SI,NO,0.0,0.0,,,
620,624,Habilitado,SI,SI,NO,NO,,COLA PARA PISOS FORTEX  x  1 kg.,CPPF1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2148.760331,2600.8505325,,2600.0,2600,SI,SI,NO,0.0,0.0,,,
621,625,Habilitado,SI,SI,NO,NO,,COLA PARA PISOS FORTEX  x  5 kgs.,CPPF5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,9785.123967,11837.036870999998,,11840.0,11840,SI,SI,NO,0.0,0.0,,,
622,626,Habilitado,SI,SI,NO,NO,,COLA PARA PISOS FORTEX  x 25 kgs.,CPPF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,42884.29752,51893.59400774999,,51890.0,51890,SI,SI,NO,0.0,0.0,,,
623,627,Habilitado,SI,SI,NO,NO,,COLA PARA TELGOPOR FORTEX  x  200 grs.,CPT200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1198.347107,1446.86854125,,1450.0,1450,SI,SI,NO,0.0,0.0,,,
624,628,Habilitado,SI,SI,NO,NO,,"COLA VINILICA x  110 grs P/ VERTEDOR ""CONGO""",CVC125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,338.8429752,412.63761825,,410.0,410,SI,SI,NO,0.0,0.0,,,
625,629,Habilitado,SI,SI,NO,NO,,"COLA VINILICA x  220 grs P/ VERTEDOR ""CONGO""",CVC250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,528.9256198,635.6716244999999,,640.0,640,SI,SI,NO,0.0,0.0,,,
626,630,Habilitado,SI,SI,NO,NO,,"COLA VINILICA x  500 grs P/ VERTEDOR ""CONGO""",CVC500,',',0,0,0,unidad,0.21,CAVALLFER,0,0,966.9421488,1173.9719475,,1170.0,1170,SI,SI,NO,0.0,0.0,,,
627,631,Habilitado,SI,SI,NO,NO,,"COLA VINILICA x 1000 grs P/ VERTEDOR ""CONGO""",CVC1000,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1818.181818,2198.7873765,,2200.0,2200,SI,SI,NO,0.0,0.0,,,
628,632,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX      1/8 kg.,CVF18,',',0,0,0,unidad,0.21,CAVALLFER,0,0,735.5371901,891.093852,,890.0,890,SI,SI,NO,0.0,0.0,,,
629,633,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX     1/4 kg.,CVF14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1000.0,1214.7245055,,1210.0,1210,SI,SI,NO,0.0,0.0,,,
630,634,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX    1/2 kg.,CVF12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1710.743802,2071.2918847499996,,2070.0,2070,SI,SI,NO,0.0,0.0,,,
631,635,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX   1 kg.,CVF1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2603.305785,3145.6554524999997,,3150.0,3150,SI,SI,NO,0.0,0.0,,,
632,636,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX   6 kgs.,CVF6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,14801.65289,17913.9296655,,17910.0,17910,SI,SI,NO,0.0,0.0,,,
633,637,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX x 200 grs. C/ PICO VERT.,CVF200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1000.0,1214.71552125,,1210.0,1210,SI,SI,NO,0.0,0.0,,,
634,638,Habilitado,SI,SI,NO,NO,,COLA VINILICA FORTEX x 24 kg.,CVF24,',',0,0,0,unidad,0.21,CAVALLFER,0,0,61165.28926,74010.02340600001,,74010.0,74010,SI,SI,NO,0.0,0.0,,,
635,639,Habilitado,SI,SI,NO,NO,,CORTAHIERRO FORJADO 20 cms.,CHF20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1322.31405,1595.2973355,,1600.0,1600,SI,SI,NO,0.0,0.0,,,
636,640,Habilitado,SI,SI,NO,NO,,CORTAHIERRO FORJADO 25 cms.,CHF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1438.016529,1740.8691382499999,,1740.0,1740,SI,SI,NO,0.0,0.0,,,
637,641,Habilitado,SI,SI,NO,NO,,CORTAHIERRO FORJADO 30 cms.,CHF30,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1561.983471,1893.7451362499999,,1890.0,1890,SI,SI,NO,0.0,0.0,,,
638,642,Habilitado,SI,SI,NO,NO,,CORTAHIERRO FORJADO 35 cms.,CHF35,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1685.950413,2035.87597125,,2040.0,2040,SI,SI,NO,0.0,0.0,,,
639,643,Habilitado,SI,SI,NO,NO,,CORTAHIERRO FORJADO 40 cms.,CHF40,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1809.917355,2185.0504582500002,,2190.0,2190,SI,SI,NO,0.0,0.0,,,
640,644,Habilitado,SI,SI,NO,NO,,"CORTAHIERRO SDS PLUS ""RHEIN"" 14 x 250 x 20.5",C1425205,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2446.280992,2964.2724292499997,,2960.0,2960,SI,SI,NO,0.0,0.0,,,
641,645,Habilitado,SI,SI,NO,NO,,"CORTAHIERRO SDS PLUS ""RHEIN"" 14 x 250 x 40",C142540,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2586.77686,3131.0470619999996,,3130.0,3130,SI,SI,NO,0.0,0.0,,,
642,646,Habilitado,SI,SI,NO,NO,,"PUNTA SDS PLUS ""RHEIN"" 14 x 250",P1425,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1909.090909,2312.9951625,,2310.0,2310,SI,SI,NO,0.0,0.0,,,
643,647,Habilitado,SI,SI,NO,NO,,"PUNTA SDS PLUS ""RHEIN"" 18 x 400",P1840,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4396.694215,5324.32709325,,5320.0,5320,SI,SI,NO,0.0,0.0,,,
644,648,Habilitado,SI,SI,NO,NO,,CORTINA MOSQUERA 0.80 x 2.00,CM0802,',',0,0,0,unidad,0.21,CAVALLFER,0,0,702.4793388,846.2804129999998,,850.0,850,SI,SI,NO,0.0,0.0,,,
645,649,Habilitado,SI,SI,NO,NO,,CORTINA MOSQUERA 0.90 x 2.00,CM0902,',',0,0,0,unidad,0.21,CAVALLFER,0,0,785.1239669,945.70910775,,950.0,950,SI,SI,NO,0.0,0.0,,,
646,650,Habilitado,SI,SI,NO,NO,,CORTINA MOSQUERA 1.00 x 2.00,CM1002,',',0,0,0,unidad,0.21,CAVALLFER,0,0,859.5041322,1039.18124475,,1040.0,1040,SI,SI,NO,0.0,0.0,,,
647,651,Habilitado,SI,SI,NO,NO,,"CUCHARAS  - FERCAS -  6""   SOLDADAS",CSR6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1173.553719,1421.2724130000001,,1420.0,1420,SI,SI,NO,0.0,0.0,,,
648,652,Habilitado,SI,SI,NO,NO,,"CUCHARAS  - FERCAS -  7""   SOLDADAS",CSR7,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1330.578512,1612.5920167499999,,1610.0,1610,SI,SI,NO,0.0,0.0,,,
649,653,Habilitado,SI,SI,NO,NO,,"CUCHARAS  - FERCAS -  8""   SOLDADAS",CSR8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1528.92562,1852.8847672499996,,1850.0,1850,SI,SI,NO,0.0,0.0,,,
650,654,Habilitado,SI,SI,NO,NO,,CUCHARAS  - FERCAS - 7 M   SOLDADAS,CSR7M,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1396.694215,1686.9007484999997,,1690.0,1690,SI,SI,NO,0.0,0.0,,,
651,655,Habilitado,SI,SI,NO,NO,,CUCHARAS  - FERCAS - 8 M   SOLDADAS,CSR8M,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1570.247934,1895.0119155000002,,1900.0,1900,SI,SI,NO,0.0,0.0,,,
652,656,Habilitado,SI,SI,NO,NO,,CUTTER GUIA METALICA C/GOMA Y FRENO REF. (1204),CPRG,',',0,0,0,unidad,0.21,CAVALLFER,0,0,884.2975207,1073.6358435,,1070.0,1070,SI,SI,NO,0.0,0.0,,,
653,657,Habilitado,SI,SI,NO,NO,,CUTTER METALICO CON FRENO (0206),CMCF,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,535.18278825,,540.0,540,SI,SI,NO,0.0,0.0,,,
654,658,Habilitado,SI,SI,NO,NO,,"DECAPANTE P/SOLDAR x 60 grs. ""INSTAL-PROF""",DI60,',',0,0,0,unidad,0.21,CAVALLFER,0,0,123.9669421,146.93740875,,150.0,150,SI,SI,NO,0.0,0.0,,,
655,659,Habilitado,SI,SI,NO,NO,,DESTAPACAÑERIAS x 1000 cc. (6) TF3,DC1000,',',0,0,0,unidad,0.21,CAVALLFER,0,0,578.5123967,703.29607425,,700.0,700,SI,SI,NO,0.0,0.0,,,
656,660,Habilitado,SI,SI,NO,NO,,DESTORNILLADOR RELOJERO Caja x 6 u.,DR6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,685.9504132,826.4521732499999,,830.0,830,SI,SI,NO,0.0,0.0,,,
657,674,Habilitado,SI,SI,NO,NO,,"DISCO C/D O/A SECUR ""TYROLIT"" 7"" x 3.2 mm.",DDMS732,',',0,0,0,unidad,0.21,CAVALLFER,0,0,909.0909091,1095.539445,,1100.0,1100,SI,SI,NO,0.0,0.0,,,
658,675,Habilitado,SI,SI,NO,NO,,"DISCO C/D O/A SECUR ""TYROLIT"" 7"" x 4.8 mm.",DDMS748,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1330.578512,1610.5525920000002,,1610.0,1610,SI,SI,NO,0.0,0.0,,,
